,sofifa_id,club_15,overall_15,passing_15,defending_15,pace_15,shooting_15,physic_15,club_16,overall_16,passing_16,defending_16,pace_16,shooting_16,physic_16,club_17,overall_17,passing_17,defending_17,pace_17,shooting_17,physic_17,club_18,overall_18,passing_18,defending_18,pace_18,shooting_18,physic_18,club_19,overall_19,passing_19,defending_19,pace_19,shooting_19,physic_19,club_20,overall_20,passing_20,defending_20,pace_20,shooting_20,physic_20
926,207439,Roma,71.0,71.0,30.0,77.0,65.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Roma,76.0,79.0,68.0,72.0,66.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Paris Saint-Germain,80.0,81.0,72.0,71.0,67.0,74.0
927,216594,Olympique Lyonnais,71.0,64.0,28.0,81.0,63.0,66.0,Olympique Lyonnais,79.0,78.0,31.0,83.0,78.0,75.0,Olympique Lyonnais,81.0,77.0,31.0,83.0,77.0,75.0,Olympique Lyonnais,82.0,77.0,31.0,80.0,79.0,73.0,Olympique Lyonnais,85.0,81.0,33.0,79.0,82.0,79.0,Real Betis,84.0,81.0,33.0,78.0,82.0,77.0
928,198861,OGC Nice,71.0,66.0,68.0,71.0,47.0,73.0,OGC Nice,74.0,69.0,72.0,73.0,48.0,74.0,Leicester City,78.0,72.0,76.0,75.0,55.0,80.0,OGC Nice,76.0,71.0,73.0,71.0,55.0,76.0,Leicester City,74.0,71.0,70.0,69.0,55.0,71.0,Leicester City,75.0,70.0,73.0,69.0,55.0,71.0
929,200841,West Ham United,71.0,66.0,72.0,77.0,49.0,72.0,West Ham United,74.0,67.0,74.0,78.0,50.0,74.0,Arsenal,73.0,66.0,72.0,74.0,50.0,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,69.0,65.0,69.0,66.0,50.0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0
930,185137,Atlético Madrid,71.0,71.0,29.0,73.0,67.0,52.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
931,202126,Tottenham Hotspur,71.0,63.0,29.0,71.0,71.0,66.0,Tottenham Hotspur,78.0,70.0,41.0,73.0,78.0,79.0,Tottenham Hotspur,84.0,71.0,42.0,73.0,84.0,81.0,Tottenham Hotspur,86.0,72.0,42.0,71.0,87.0,83.0,Tottenham Hotspur,89.0,79.0,47.0,70.0,90.0,83.0,Tottenham Hotspur,89.0,79.0,47.0,70.0,91.0,83.0
932,186801,West Ham United,71.0,58.0,73.0,78.0,58.0,86.0,West Ham United,75.0,59.0,77.0,76.0,62.0,87.0,West Ham United,77.0,61.0,77.0,77.0,65.0,87.0,West Ham United,77.0,61.0,77.0,74.0,65.0,88.0,Crystal Palace,76.0,61.0,76.0,72.0,65.0,85.0,Crystal Palace,76.0,61.0,76.0,69.0,65.0,85.0
933,187339,TSG 1899 Hoffenheim,71.0,69.0,38.0,70.0,62.0,64.0,TSG 1899 Hoffenheim,71.0,70.0,39.0,70.0,63.0,63.0,TSG 1899 Hoffenheim,72.0,70.0,39.0,72.0,63.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
934,189272,FC Augsburg,71.0,64.0,30.0,91.0,70.0,74.0,FC Augsburg,72.0,65.0,26.0,91.0,72.0,74.0,Hertha BSC,74.0,66.0,32.0,91.0,72.0,74.0,Hertha BSC,73.0,65.0,31.0,89.0,72.0,75.0,Hertha BSC,72.0,65.0,63.0,86.0,71.0,75.0,Hertha BSC,70.0,63.0,58.0,77.0,69.0,74.0
935,190034,Sevilla FC,71.0,66.0,71.0,77.0,34.0,74.0,Sevilla FC,74.0,66.0,74.0,76.0,35.0,79.0,Sevilla FC,80.0,64.0,79.0,71.0,35.0,84.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Saint-Étienne,74.0,63.0,72.0,77.0,35.0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0
936,193887,Villarreal CF,71.0,65.0,29.0,79.0,70.0,74.0,RCD Espanyol,74.0,69.0,29.0,81.0,73.0,70.0,RCD Espanyol,78.0,71.0,29.0,80.0,73.0,72.0,RCD Espanyol,79.0,73.0,29.0,82.0,74.0,72.0,RCD Espanyol,77.0,73.0,39.0,77.0,74.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0
937,199266,Borussia Dortmund,71.0,66.0,39.0,75.0,71.0,73.0,FC Augsburg,71.0,67.0,36.0,72.0,69.0,72.0,FC Augsburg,71.0,67.0,36.0,71.0,68.0,71.0,FC Augsburg,71.0,59.0,36.0,72.0,69.0,72.0,FC Augsburg,71.0,62.0,43.0,71.0,69.0,71.0,1. FSV Mainz 05,72.0,63.0,43.0,67.0,70.0,71.0
938,200588,FC Augsburg,71.0,53.0,72.0,77.0,45.0,77.0,FC Augsburg,73.0,51.0,75.0,74.0,46.0,76.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
939,202135,Genoa,71.0,73.0,65.0,67.0,68.0,74.0,Juventus,77.0,76.0,75.0,79.0,69.0,81.0,Juventus,77.0,73.0,74.0,75.0,68.0,79.0,Juventus,77.0,73.0,74.0,76.0,67.0,79.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Genoa,75.0,72.0,76.0,70.0,67.0,78.0
940,220052,Udinese,71.0,41.0,74.0,55.0,30.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Udinese,70.0,38.0,72.0,50.0,28.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
941,182179,Genoa,71.0,42.0,71.0,67.0,33.0,82.0,Genoa,76.0,37.0,77.0,67.0,31.0,83.0,Fiorentina,77.0,37.0,77.0,67.0,31.0,83.0,Bologna,76.0,37.0,77.0,66.0,31.0,83.0,Bologna,77.0,38.0,79.0,64.0,33.0,81.0,Udinese,77.0,38.0,79.0,57.0,33.0,79.0
942,183288,Atalanta,71.0,62.0,75.0,67.0,39.0,79.0,Leicester City,75.0,60.0,77.0,67.0,39.0,79.0,Leicester City,75.0,57.0,75.0,67.0,39.0,77.0,Leicester City,75.0,57.0,75.0,64.0,39.0,79.0,Leicester City,74.0,57.0,73.0,52.0,39.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0
943,186537,RCD Espanyol,71.0,66.0,42.0,70.0,73.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
944,188397,LOSC Lille,71.0,67.0,39.0,71.0,68.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
945,192565,1. FSV Mainz 05,71.0,71.0,40.0,75.0,63.0,58.0,1. FSV Mainz 05,75.0,73.0,36.0,77.0,64.0,58.0,1. FSV Mainz 05,79.0,75.0,36.0,77.0,70.0,59.0,VfL Wolfsburg,79.0,78.0,34.0,76.0,71.0,59.0,VfL Wolfsburg,79.0,77.0,33.0,74.0,72.0,59.0,VfL Wolfsburg,77.0,76.0,33.0,71.0,68.0,57.0
946,197688,Udinese,71.0,69.0,71.0,77.0,64.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Saint-Étienne,70.0,70.0,63.0,76.0,59.0,66.0,AS Saint-Étienne,72.0,70.0,68.0,76.0,59.0,67.0,AS Saint-Étienne,73.0,71.0,69.0,75.0,60.0,67.0
947,199247,RCD Espanyol,71.0,78.0,49.0,57.0,55.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
948,220132,Real Sociedad,71.0,58.0,70.0,78.0,33.0,65.0,Real Sociedad,72.0,59.0,72.0,76.0,34.0,66.0,Real Sociedad,73.0,59.0,72.0,74.0,34.0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Sociedad,74.0,62.0,72.0,69.0,34.0,65.0,Real Sociedad,75.0,63.0,77.0,65.0,34.0,64.0
949,171972,Crystal Palace,71.0,70.0,70.0,67.0,58.0,69.0,Crystal Palace,76.0,72.0,72.0,65.0,60.0,75.0,Crystal Palace,77.0,72.0,72.0,65.0,60.0,75.0,Crystal Palace,75.0,72.0,72.0,62.0,60.0,76.0,Crystal Palace,76.0,72.0,70.0,56.0,63.0,75.0,Crystal Palace,76.0,72.0,71.0,60.0,65.0,75.0
950,181870,OGC Nice,71.0,71.0,62.0,77.0,62.0,70.0,OGC Nice,72.0,72.0,67.0,74.0,64.0,69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
951,183125,Watford,71.0,52.0,29.0,70.0,75.0,81.0,Watford,75.0,57.0,27.0,72.0,78.0,84.0,Watford,76.0,60.0,31.0,69.0,79.0,84.0,Watford,78.0,65.0,35.0,65.0,81.0,85.0,Watford,77.0,66.0,37.0,56.0,78.0,84.0,Watford,78.0,67.0,37.0,57.0,79.0,85.0
952,183130,Leicester City,71.0,68.0,30.0,78.0,67.0,54.0,Leicester City,71.0,69.0,29.0,77.0,68.0,56.0,Leicester City,76.0,75.0,46.0,78.0,69.0,69.0,Leicester City,77.0,74.0,47.0,79.0,69.0,70.0,Leicester City,76.0,75.0,57.0,73.0,68.0,68.0,Leicester City,76.0,75.0,59.0,70.0,68.0,69.0
953,188145,Montpellier HSC,71.0,56.0,71.0,67.0,35.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
954,196819,Southampton,71.0,50.0,34.0,90.0,69.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
955,198614,SD Eibar,71.0,51.0,71.0,58.0,44.0,78.0,Real Sociedad,74.0,53.0,75.0,63.0,45.0,80.0,Real Sociedad,74.0,53.0,74.0,54.0,45.0,72.0,Real Sociedad,78.0,59.0,79.0,53.0,45.0,70.0,Real Sociedad,75.0,58.0,75.0,45.0,45.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0
956,199393,FC Girondins de Bordeaux,71.0,59.0,70.0,61.0,46.0,82.0,FC Girondins de Bordeaux,77.0,62.0,77.0,62.0,48.0,82.0,FC Girondins de Bordeaux,77.0,61.0,77.0,64.0,50.0,82.0,FC Nantes,76.0,60.0,75.0,59.0,50.0,83.0,FC Nantes,77.0,60.0,77.0,57.0,50.0,83.0,FC Nantes,79.0,60.0,79.0,49.0,53.0,84.0
957,205670,Crystal Palace,71.0,52.0,29.0,86.0,71.0,58.0,Crystal Palace,71.0,53.0,25.0,85.0,72.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
958,177633,SD Eibar,71.0,57.0,28.0,78.0,68.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
959,181721,Montpellier HSC,71.0,56.0,32.0,79.0,72.0,60.0,Montpellier HSC,69.0,57.0,28.0,77.0,72.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
960,183332,SV Werder Bremen,71.0,68.0,37.0,79.0,66.0,66.0,SV Werder Bremen,75.0,71.0,41.0,82.0,69.0,65.0,SV Werder Bremen,75.0,68.0,41.0,82.0,68.0,64.0,SV Werder Bremen,78.0,73.0,40.0,86.0,73.0,61.0,SV Werder Bremen,77.0,70.0,44.0,81.0,71.0,57.0,SV Werder Bremen,75.0,73.0,44.0,73.0,70.0,48.0
961,183488,Real Betis,71.0,53.0,33.0,67.0,73.0,67.0,Real Betis,72.0,61.0,35.0,63.0,75.0,67.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
962,189196,FC Augsburg,71.0,66.0,33.0,86.0,69.0,72.0,FC Augsburg,71.0,66.0,32.0,84.0,70.0,75.0,FC Augsburg,75.0,69.0,32.0,84.0,70.0,78.0,FC Augsburg,75.0,69.0,32.0,83.0,70.0,78.0,FC Augsburg,77.0,70.0,38.0,83.0,74.0,81.0,FC Augsburg,73.0,68.0,38.0,80.0,73.0,81.0
963,192205,Inter,71.0,71.0,66.0,57.0,60.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Nantes,70.0,65.0,68.0,40.0,54.0,69.0,FC Nantes,72.0,65.0,71.0,43.0,54.0,71.0,FC Nantes,72.0,65.0,72.0,35.0,52.0,71.0
964,189779,Torino,71.0,71.0,64.0,66.0,59.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
965,191053,Genoa,71.0,65.0,71.0,66.0,47.0,76.0,Genoa,75.0,68.0,74.0,74.0,48.0,77.0,Genoa,76.0,73.0,74.0,72.0,64.0,78.0,Torino,77.0,73.0,76.0,74.0,58.0,80.0,Torino,77.0,71.0,76.0,72.0,59.0,81.0,Torino,77.0,71.0,76.0,68.0,59.0,80.0
966,191648,Southampton,71.0,46.0,71.0,70.0,40.0,74.0,Southampton,73.0,48.0,76.0,66.0,41.0,74.0,Southampton,73.0,48.0,74.0,66.0,41.0,74.0,Southampton,75.0,51.0,76.0,62.0,41.0,75.0,Southampton,75.0,51.0,75.0,60.0,41.0,72.0,Southampton,75.0,51.0,76.0,55.0,41.0,72.0
967,192242,Montpellier HSC,71.0,70.0,68.0,69.0,68.0,73.0,Montpellier HSC,73.0,73.0,71.0,67.0,70.0,72.0,Montpellier HSC,75.0,75.0,71.0,67.0,70.0,73.0,Montpellier HSC,74.0,73.0,71.0,68.0,72.0,73.0,Montpellier HSC,76.0,75.0,72.0,67.0,73.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0
968,183490,Hertha BSC,71.0,66.0,69.0,78.0,44.0,76.0,Hertha BSC,70.0,56.0,71.0,77.0,40.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
969,41835,Olympique Lyonnais,71.0,72.0,34.0,69.0,66.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
970,50294,Montpellier HSC,71.0,67.0,51.0,67.0,72.0,61.0,Montpellier HSC,71.0,68.0,52.0,65.0,73.0,61.0,Montpellier HSC,71.0,69.0,52.0,65.0,73.0,59.0,Montpellier HSC,69.0,67.0,52.0,54.0,72.0,59.0,Montpellier HSC,69.0,67.0,55.0,52.0,71.0,55.0,Montpellier HSC,68.0,67.0,55.0,40.0,70.0,55.0
971,50588,West Ham United,71.0,55.0,30.0,58.0,71.0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
972,52829,Sampdoria,71.0,70.0,70.0,68.0,58.0,73.0,Sampdoria,72.0,72.0,71.0,68.0,59.0,73.0,Sampdoria,72.0,72.0,70.0,58.0,59.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
973,100978,SD Eibar,71.0,63.0,69.0,69.0,60.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
974,113176,Roma,71.0,68.0,70.0,76.0,54.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
975,122048,Borussia Dortmund,71.0,70.0,67.0,75.0,58.0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
976,135149,FC Girondins de Bordeaux,71.0,58.0,72.0,32.0,47.0,67.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
977,135820,Watford,71.0,66.0,65.0,64.0,57.0,77.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
978,136113,Leicester City,71.0,43.0,70.0,61.0,33.0,82.0,Leicester City,73.0,41.0,73.0,52.0,30.0,82.0,Leicester City,79.0,41.0,81.0,51.0,30.0,83.0,Leicester City,77.0,41.0,77.0,37.0,30.0,82.0,Leicester City,75.0,41.0,75.0,30.0,30.0,74.0,Leicester City,75.0,41.0,76.0,29.0,34.0,72.0
979,137440,Atalanta,71.0,68.0,74.0,57.0,59.0,73.0,Atalanta,71.0,69.0,75.0,55.0,60.0,73.0,Atalanta,72.0,69.0,72.0,55.0,61.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
980,137774,Bologna,71.0,44.0,74.0,53.0,27.0,71.0,Bologna,72.0,38.0,76.0,44.0,18.0,71.0,Bologna,74.0,41.0,77.0,45.0,18.0,70.0,Bologna,74.0,41.0,77.0,40.0,18.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
981,139296,Leicester City,71.0,58.0,28.0,79.0,71.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
982,144511,Genoa,71.0,73.0,67.0,67.0,60.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
983,146937,SD Eibar,71.0,64.0,35.0,53.0,72.0,74.0,SD Eibar,71.0,68.0,32.0,49.0,75.0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
984,148569,Leicester City,71.0,59.0,69.0,45.0,55.0,79.0,Leicester City,72.0,56.0,72.0,44.0,56.0,80.0,Leicester City,72.0,55.0,71.0,38.0,55.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
985,149242,Bologna,71.0,74.0,60.0,55.0,65.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
986,159028,Sampdoria,71.0,57.0,73.0,54.0,51.0,71.0,Sampdoria,74.0,55.0,77.0,54.0,47.0,72.0,Sampdoria,74.0,55.0,75.0,54.0,47.0,72.0,Sampdoria,75.0,56.0,76.0,48.0,47.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
987,159518,Bologna,71.0,64.0,71.0,55.0,51.0,81.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
988,159566,RCD Espanyol,71.0,77.0,53.0,52.0,65.0,63.0,RCD Espanyol,73.0,79.0,61.0,50.0,64.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
989,168798,Montpellier HSC,71.0,72.0,70.0,63.0,60.0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
990,171097,Juventus,71.0,69.0,69.0,78.0,55.0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
991,189211,SD Eibar,71.0,67.0,31.0,80.0,73.0,69.0,SD Eibar,76.0,75.0,35.0,81.0,74.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
992,192033,Sevilla FC,71.0,65.0,68.0,86.0,56.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
993,195361,RCD Espanyol,71.0,65.0,66.0,76.0,51.0,73.0,RCD Espanyol,76.0,70.0,74.0,75.0,53.0,73.0,RCD Espanyol,77.0,70.0,74.0,72.0,53.0,74.0,RCD Espanyol,76.0,69.0,73.0,72.0,53.0,74.0,RCD Espanyol,75.0,69.0,70.0,70.0,53.0,74.0,RCD Espanyol,75.0,70.0,71.0,66.0,53.0,72.0
994,212194,Bayer 04 Leverkusen,70.0,66.0,27.0,79.0,61.0,56.0,Bayer 04 Leverkusen,74.0,68.0,26.0,79.0,70.0,58.0,Bayer 04 Leverkusen,79.0,74.0,26.0,79.0,73.0,60.0,Bayer 04 Leverkusen,80.0,76.0,26.0,81.0,73.0,61.0,Bayer 04 Leverkusen,82.0,78.0,30.0,81.0,77.0,64.0,Borussia Dortmund,84.0,81.0,40.0,82.0,78.0,68.0
995,206113,Arsenal,70.0,64.0,42.0,85.0,59.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,SV Werder Bremen,73.0,66.0,43.0,85.0,63.0,62.0,TSG 1899 Hoffenheim,79.0,71.0,43.0,90.0,76.0,67.0,FC Bayern München,82.0,72.0,44.0,91.0,81.0,67.0,FC Bayern München,84.0,75.0,43.0,90.0,82.0,69.0
996,210514,Valencia CF,70.0,67.0,68.0,79.0,55.0,66.0,Valencia CF,73.0,70.0,71.0,78.0,57.0,65.0,Valencia CF,79.0,74.0,75.0,89.0,63.0,68.0,Inter,79.0,75.0,73.0,92.0,65.0,71.0,Juventus,81.0,77.0,77.0,88.0,64.0,71.0,Manchester City,84.0,80.0,78.0,90.0,65.0,71.0
997,213296,Tottenham Hotspur,70.0,69.0,60.0,67.0,62.0,68.0,Tottenham Hotspur,75.0,73.0,67.0,63.0,65.0,73.0,FC Schalke 04,75.0,73.0,68.0,61.0,65.0,73.0,FC Schalke 04,80.0,77.0,70.0,67.0,71.0,72.0,FC Schalke 04,79.0,76.0,68.0,65.0,71.0,72.0,FC Schalke 04,77.0,75.0,67.0,65.0,71.0,74.0
998,210413,Sampdoria,70.0,47.0,71.0,66.0,40.0,73.0,Milan,75.0,47.0,77.0,66.0,35.0,74.0,Milan,78.0,48.0,80.0,67.0,34.0,77.0,Milan,79.0,52.0,81.0,66.0,34.0,76.0,Milan,82.0,52.0,84.0,66.0,34.0,79.0,Milan,83.0,55.0,85.0,63.0,40.0,79.0
999,212129,AS Monaco,70.0,46.0,69.0,55.0,30.0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Barcelona,71.0,50.0,71.0,43.0,31.0,76.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1000,209504,Borussia Mönchengladbach,70.0,60.0,28.0,75.0,73.0,59.0,Borussia Mönchengladbach,70.0,59.0,23.0,73.0,76.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1001,210972,Liverpool,70.0,62.0,68.0,83.0,42.0,69.0,Olympique de Marseille,72.0,63.0,70.0,81.0,43.0,69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
